gene_id,gene_name,GeneGroup,kegg.Alzheimer,kegg.Parkinson,GWAS,raw.pval,corrected.pval,regression coefficient,,,
ENSG00000100968.9,NFATC4,protein_coding,NA,NA,NA,0.002511966,0.041115772,0.00587906,,,
ENSG00000101082.9,SLA2,protein_coding,NA,NA,NA,0.000185075,0.010129079,0.008851276,,,
ENSG00000101104.6,PABPC1L,protein_coding,NA,NA,NA,0.002312213,0.039154691,0.006305184,,,
ENSG00000101146.8,RAE1,protein_coding,NA,NA,NA,0.001099851,0.025860072,-0.003467207,,,
ENSG00000101152.6,DNAJC5,protein_coding,NA,NA,NA,0.000178504,0.009954467,-0.00555146,,,
ENSG00000101187.10,SLCO4A1,protein_coding,NA,NA,NA,0.001890416,0.034939809,0.016045107,,,
ENSG00000101194.12,SLC17A9,protein_coding,NA,NA,NA,0.001114141,0.026038161,0.010484418,,,
ENSG00000101266.10,CSNK2A1,protein_coding,NA,NA,NA,0.000513545,0.017047968,-0.003490798,,,
ENSG00000101321.3,XKR7,protein_coding,NA,NA,NA,0.000886893,0.022926196,-0.005325356,,,
ENSG00000101349.11,PAK7,protein_coding,NA,NA,NA,0.002235123,0.038520756,-0.005556162,,,
ENSG00000101350.6,KIF3B,protein_coding,NA,NA,NA,0.003126311,0.046571247,-0.00347866,,,
ENSG00000101413.7,RPRD1B,protein_coding,NA,NA,NA,0.000770441,0.021310677,-0.004167637,,,
ENSG00000101421.3,CHMP4B,protein_coding,NA,NA,NA,0.000476355,0.016406996,-0.003032757,,,
ENSG00000101558.8,VAPA,protein_coding,NA,NA,NA,0.00144772,0.029919109,-0.003849448,,,
ENSG00000101638.7,ST8SIA5,protein_coding,NA,NA,NA,0.002742977,0.043166591,-0.004708257,,,
ENSG00000101665.3,SMAD7,protein_coding,NA,NA,NA,0.001696777,0.032866412,0.007172408,,,
ENSG00000102032.8,RENBP,protein_coding,NA,NA,NA,0.003311642,0.047943337,0.00557187,,,
ENSG00000102125.11,TAZ,protein_coding,NA,NA,NA,5.90E-06,0.001505552,0.005807777,,,
ENSG00000102144.8,PGK1,protein_coding,NA,NA,NA,0.000998399,0.024418955,-0.00497495,,,
ENSG00000102181.14,CD99L2,protein_coding,NA,NA,NA,0.002593647,0.041933212,-0.005073088,,,
ENSG00000102245.3,CD40LG,protein_coding,NA,NA,NA,0.000294835,0.013046254,0.008939745,,,
ENSG00000102390.6,CXorf26,protein_coding,NA,NA,NA,6.21E-05,0.005382453,-0.005782028,,,
ENSG00000102575.5,ACP5,protein_coding,NA,NA,NA,0.000876842,0.022763548,0.00956166,,,
ENSG00000102755.5,FLT1,protein_coding,NA,NA,NA,0.000261013,0.012168108,0.009859484,,,
ENSG00000102878.9,HSF4,protein_coding,NA,NA,NA,8.26E-07,0.000557371,0.01163475,,,
ENSG00000102886.10,GDPD3,protein_coding,NA,NA,NA,0.000449736,0.016012583,0.010378099,,,
ENSG00000102901.8,CENPT,protein_coding,NA,NA,NA,0.001898948,0.035057507,0.004976794,,,
ENSG00000102904.10,TSNAXIP1,protein_coding,NA,NA,NA,0.000404083,0.015155995,0.007738166,,,
ENSG00000102910.7,LONP2,protein_coding,NA,NA,NA,0.003037261,0.045749533,-0.004326783,,,
ENSG00000102921.3,N4BP1,protein_coding,NA,NA,NA,0.001873556,0.034687543,-0.003535243,,,
ENSG00000102978.8,POLR2C,protein_coding,NA,NA,NA,0.001270981,0.027950357,-0.003939151,,,
ENSG00000103034.10,NDRG4,protein_coding,NA,NA,NA,0.000626113,0.018905921,-0.008176428,,,
ENSG00000103035.5,PSMD7,protein_coding,NA,NA,NA,1.02E-07,0.000199221,-0.005965528,,,
ENSG00000103091.10,WDR59,protein_coding,NA,NA,NA,0.000474637,0.016377239,0.0040984,,,
ENSG00000103160.6,HSDL1,protein_coding,NA,NA,NA,0.00265245,0.042376419,-0.005012563,,,
ENSG00000103194.10,USP10,protein_coding,NA,NA,NA,2.01E-05,0.002946199,-0.005477999,,,
ENSG00000103335.14,PIEZO1,protein_coding,NA,NA,NA,0.001296452,0.028248186,0.005499382,,,
ENSG00000103485.12,QPRT,protein_coding,NA,NA,NA,0.000478579,0.016431968,0.009967191,,,
ENSG00000103522.11,IL21R,protein_coding,NA,NA,NA,0.000386604,0.014846955,0.008881624,,,
ENSG00000103591.8,AAGAB,protein_coding,NA,NA,NA,0.001143956,0.026443744,-0.004169105,,,
ENSG00000103642.7,LACTB,protein_coding,NA,NA,NA,0.000586411,0.01819896,-0.005628499,,,
ENSG00000103707.5,MTFMT,protein_coding,NA,NA,NA,0.000603678,0.018536913,-0.004324988,,,
ENSG00000103769.5,RAB11A,protein_coding,NA,NA,NA,9.94E-06,0.002105125,-0.005875586,,,
ENSG00000103994.10,ZFP106,protein_coding,NA,NA,NA,0.000454079,0.016087065,-0.007027312,,,
ENSG00000103995.8,CEP152,protein_coding,NA,NA,NA,0.000440475,0.015848115,0.006804364,,,
ENSG00000104131.8,EIF3J,protein_coding,NA,NA,NA,1.35E-05,0.00245107,-0.006396226,,,
ENSG00000104221.7,BRF2,protein_coding,NA,NA,NA,1.08E-05,0.00216721,-0.008213853,,,
ENSG00000104267.4,CA2,protein_coding,NA,NA,NA,0.00318086,0.046939584,0.007154528,,,
ENSG00000104324.11,CPQ,protein_coding,NA,NA,NA,0.001538025,0.030932338,0.00491221,,,
ENSG00000104331.4,IMPAD1,protein_coding,NA,NA,NA,0.001356136,0.028983385,-0.005035837,,,
ENSG00000104341.10,LAPTM4B,protein_coding,NA,NA,NA,0.001114916,0.026038161,-0.005521984,,,
ENSG00000104365.9,IKBKB,protein_coding,NA,NA,NA,0.000207004,0.010713432,0.003764071,,,
ENSG00000104388.9,RAB2A,protein_coding,NA,NA,NA,1.85E-05,0.002849104,-0.005946387,,,
ENSG00000104419.9,NDRG1,protein_coding,NA,NA,NA,0.002634243,0.042212412,0.006535655,,,
ENSG00000104518.6,GSDMD,protein_coding,NA,NA,NA,0.000511321,0.017047968,0.007525317,,,
ENSG00000104643.5,MTMR9,protein_coding,NA,NA,NA,0.000682453,0.019716083,-0.005507553,,,
ENSG00000104687.8,GSR,protein_coding,NA,NA,NA,0.001553997,0.03119548,-0.005815646,,,
ENSG00000104814.6,MAP4K1,protein_coding,NA,NA,NA,2.68E-06,0.001087303,0.011240012,,,
ENSG00000104835.8,SARS2,protein_coding,NA,NA,NA,0.003487853,0.04939148,0.004140083,,,
ENSG00000104859.9,CLASRP,protein_coding,NA,NA,NA,0.001561466,0.031325996,0.004949304,,,
ENSG00000104870.6,FCGRT,protein_coding,NA,NA,NA,0.002698961,0.042844848,0.005309603,,,
ENSG00000104881.8,PPP1R13L,protein_coding,NA,NA,NA,8.65E-06,0.00190658,0.008677448,,,
ENSG00000104894.6,CD37,protein_coding,NA,NA,NA,0.002405207,0.040066177,0.008561373,,,
ENSG00000104907.7,TRMT1,protein_coding,NA,NA,NA,0.001820763,0.034278167,0.005043869,,,
ENSG00000104936.9,DMPK,protein_coding,NA,NA,NA,0.000728021,0.020546082,0.004814496,,,
ENSG00000104970.6,KIR3DX1,protein_coding,NA,NA,NA,0.00185533,0.03462229,0.006717185,,,
ENSG00000105058.6,FAM32A,protein_coding,NA,NA,NA,6.21E-06,0.001553857,-0.005613655,,,
ENSG00000105122.6,RASAL3,protein_coding,NA,NA,NA,4.06E-05,0.004216601,0.011288918,,,
ENSG00000105137.7,SYDE1,protein_coding,NA,NA,NA,0.000604166,0.018536913,0.005683061,,,
ENSG00000105171.4,POP4,protein_coding,NA,NA,NA,0.000351486,0.014164355,-0.004548147,,,
ENSG00000105287.7,PRKD2,protein_coding,NA,NA,NA,5.95E-05,0.005294951,0.007327342,,,
ENSG00000105327.10,BBC3,protein_coding,NA,NA,NA,0.00060854,0.018611803,0.00960719,,,
ENSG00000105329.4,TGFB1,protein_coding,NA,NA,NA,0.000610832,0.018611803,0.007254092,,,
ENSG00000105370.2,LIM2,protein_coding,NA,NA,NA,0.000796239,0.021625,0.003394359,,,
ENSG00000105374.4,NKG7,protein_coding,NA,NA,NA,0.000173474,0.009826175,0.017711387,,,
ENSG00000105397.7,TYK2,protein_coding,NA,NA,NA,0.003124363,0.046563646,0.003115895,,,
ENSG00000105486.7,LIG1,protein_coding,NA,NA,NA,0.003230684,0.047332785,0.006638474,,,
ENSG00000105643.3,ARRDC2,protein_coding,NA,NA,NA,3.11E-06,0.00114635,0.011904233,,,
ENSG00000105717.5,PBX4,protein_coding,NA,NA,NA,9.65E-05,0.006809739,0.007824495,,,
ENSG00000105726.11,ATP13A1,protein_coding,NA,NA,NA,0.000790772,0.0215665,0.004034304,,,
ENSG00000105771.8,SMG9,protein_coding,NA,NA,NA,0.000184974,0.010129079,0.006507777,,,
ENSG00000105849.5,TWISTNB,protein_coding,NA,NA,NA,0.003525344,0.049719266,-0.004614393,,,
ENSG00000105877.12,DNAH11,protein_coding,NA,NA,NA,0.000486276,0.016550458,0.006532363,,,
ENSG00000105879.4,CBLL1,protein_coding,NA,NA,NA,0.001242676,0.027751477,-0.004179291,,,
ENSG00000105887.10,MTPN,protein_coding,NA,NA,NA,0.000406499,0.015155995,-0.006625054,,,
ENSG00000105894.7,PTN,protein_coding,NA,NA,NA,0.001748933,0.03351002,0.011367641,,,
ENSG00000106028.6,SSBP1,protein_coding,NA,NA,NA,0.000101109,0.007045005,-0.004575474,,,
ENSG00000106052.8,TAX1BP1,protein_coding,NA,NA,NA,0.000116724,0.007782497,-0.005463978,,,
ENSG00000106211.7,HSPB1,protein_coding,NA,NA,NA,0.00328806,0.047764849,0.012013696,,,
ENSG00000106245.5,BUD31,protein_coding,NA,NA,NA,0.000820834,0.022033978,-0.003534109,,,
ENSG00000106305.5,AIMP2,protein_coding,NA,NA,NA,0.00020181,0.010614673,-0.006473382,,,
ENSG00000106333.8,PCOLCE,protein_coding,NA,NA,NA,0.001515234,0.030684166,0.010217723,,,
ENSG00000106336.8,FBXO24,protein_coding,NA,NA,NA,0.000227493,0.011188259,0.007054226,,,
ENSG00000106351.8,AGFG2,protein_coding,NA,NA,NA,0.001195539,0.027216311,0.004725259,,,
ENSG00000106404.9,CLDN15,protein_coding,NA,NA,NA,0.000263626,0.012237078,0.008434607,,,
ENSG00000106538.5,RARRES2,protein_coding,NA,NA,NA,0.000337224,0.013865559,0.011012886,,,
ENSG00000106565.12,TMEM176B,protein_coding,NA,NA,NA,0.000588406,0.018200341,0.014399176,,,
ENSG00000106624.4,AEBP1,protein_coding,NA,NA,NA,0.000457887,0.016108887,0.011148722,,,
ENSG00000106636.3,YKT6,protein_coding,NA,NA,NA,3.07E-05,0.003594879,-0.005709434,,,
ENSG00000106682.10,EIF4H,protein_coding,NA,NA,NA,0.001741373,0.033425041,-0.002669569,,,
ENSG00000106780.7,MEGF9,protein_coding,NA,NA,NA,0.002821855,0.043954307,-0.006123238,,,
ENSG00000106991.8,ENG,protein_coding,NA,NA,NA,0.000366701,0.014401345,0.009289782,,,
ENSG00000106992.13,AK1,protein_coding,NA,NA,NA,0.000710052,0.02020217,0.005636674,,,
ENSG00000107185.8,RGP1,protein_coding,NA,NA,NA,0.000407827,0.015173765,-0.006701591,,,
ENSG00000107281.5,NPDC1,protein_coding,NA,NA,NA,0.001689055,0.032769684,0.00629402,,,
ENSG00000107317.7,PTGDS,protein_coding,NA,NA,NA,0.000116819,0.007782497,0.013168081,,,
ENSG00000107443.10,CCNJ,protein_coding,NA,NA,NA,0.000623677,0.018849929,-0.005454821,,,
ENSG00000107745.10,MICU1,protein_coding,NA,NA,NA,0.002597902,0.041951133,-0.003435183,,,
ENSG00000107815.3,C10orf2,protein_coding,NA,NA,NA,0.001066966,0.025456337,-0.006140574,,,
ENSG00000107829.8,FBXW4,protein_coding,NA,NA,NA,0.000319803,0.013456628,0.003804244,,,
ENSG00000107929.9,LARP4B,protein_coding,NA,NA,NA,0.001865871,0.034684001,-0.002973396,,,
ENSG00000107937.13,GTPBP4,protein_coding,NA,NA,NA,0.000632641,0.018979241,-0.005005519,,,
ENSG00000107949.11,BCCIP,protein_coding,NA,NA,NA,0.000756399,0.021054403,-0.004022739,,,
ENSG00000108010.7,GLRX3,protein_coding,NA,NA,NA,1.51E-05,0.002610254,-0.006006874,,,
ENSG00000108064.6,TFAM,protein_coding,NA,NA,NA,0.002834082,0.04406155,-0.004250369,,,
ENSG00000108094.9,CUL2,protein_coding,NA,NA,NA,0.000258853,0.012119716,-0.00535316,,,
ENSG00000108100.12,CCNY,protein_coding,NA,NA,NA,1.47E-06,0.000757771,-0.005438295,,,
ENSG00000108278.6,ZNHIT3,protein_coding,NA,NA,NA,0.003339743,0.04817522,-0.003858802,,,
ENSG00000108292.11,MLLT6,protein_coding,NA,NA,NA,0.003022243,0.045629391,0.004801027,,,
ENSG00000108387.9,4-Sep,protein_coding,NA,NA,NA,0.002098537,0.037215427,0.005460391,,,
ENSG00000108424.4,KPNB1,protein_coding,NA,NA,NA,9.93E-06,0.002105125,-0.006091809,,,
ENSG00000108465.8,CDK5RAP3,protein_coding,NA,NA,NA,0.000565949,0.017819978,0.005286891,,,
ENSG00000108561.4,C1QBP,protein_coding,NA,NA,NA,0.000742873,0.020803011,-0.004809926,,,
ENSG00000108587.9,GOSR1,protein_coding,NA,NA,NA,1.93E-05,0.002900476,-0.004898241,,,
ENSG00000108590.6,MED31,protein_coding,NA,NA,NA,2.40E-05,0.003202011,-0.00719855,,,
ENSG00000108622.5,ICAM2,protein_coding,NA,NA,NA,0.00233765,0.039424135,0.006544976,,,
ENSG00000108671.4,PSMD11,protein_coding,NA,NA,NA,4.93E-05,0.004743309,-0.004650144,,,
ENSG00000108773.5,KAT2A,protein_coding,NA,NA,NA,2.22E-06,0.001022149,0.010401436,,,
ENSG00000108788.6,MLX,protein_coding,NA,NA,NA,0.000728232,0.020546082,-0.004833634,,,
ENSG00000108798.4,ABI3,protein_coding,NA,NA,NA,6.36E-05,0.005464005,0.011353766,,,
ENSG00000108829.9,LRRC59,protein_coding,NA,NA,NA,0.001577544,0.031528422,-0.006843722,,,
ENSG00000108830.5,RND2,protein_coding,NA,NA,NA,0.000790187,0.0215665,0.005723201,,,
ENSG00000108946.7,PRKAR1A,protein_coding,NA,NA,NA,0.000703861,0.02012806,-0.005131154,,,
ENSG00000108947.4,EFNB3,protein_coding,NA,NA,NA,0.001142503,0.026443744,-0.008039726,,,
ENSG00000108953.10,YWHAE,protein_coding,NA,NA,NA,0.003079118,0.04610139,-0.00300225,,,
ENSG00000109016.12,DHRS7B,protein_coding,NA,NA,NA,0.001820047,0.034278167,-0.00442772,,,
ENSG00000109270.8,LAMTOR3,protein_coding,NA,NA,NA,0.000944628,0.023800017,-0.004783569,,,
ENSG00000109536.6,FRG1,protein_coding,NA,NA,NA,0.000455004,0.016094026,-0.004772624,,,
ENSG00000109610.4,SOD3,protein_coding,NA,NA,NA,0.000798642,0.021654626,0.008986387,,,
ENSG00000109919.4,MTCH2,protein_coding,NA,NA,NA,0.000214284,0.010899216,-0.006127581,,,
ENSG00000110011.9,DNAJC4,protein_coding,NA,NA,NA,0.002974085,0.045160587,0.003425845,,,
ENSG00000110042.3,DTX4,protein_coding,NA,NA,NA,0.003391917,0.048605973,-0.007001976,,,
ENSG00000110108.3,TMEM109,protein_coding,NA,NA,NA,0.002509534,0.041115772,0.003525547,,,
ENSG00000110200.4,C11orf51,protein_coding,NA,NA,NA,0.001267136,0.027911803,-0.004742628,,,
ENSG00000110274.8,CEP164,protein_coding,NA,NA,NA,0.000248674,0.011848561,0.004921293,,,
ENSG00000110315.2,RNF141,protein_coding,NA,NA,NA,0.000363349,0.014374243,-0.006437234,,,
ENSG00000110321.9,EIF4G2,protein_coding,NA,NA,NA,0.000509119,0.017023182,-0.004631806,,,
ENSG00000110344.5,UBE4A,protein_coding,NA,NA,NA,0.00084066,0.022362382,-0.005963851,,,
ENSG00000110347.7,MMP12,lncRNA,NA,NA,NA,0.003447753,0.049123662,-0.005601991,,,
ENSG00000110395.3,CBL,protein_coding,NA,NA,NA,0.000611803,0.018611803,-0.004952686,,,
ENSG00000110400.5,PVRL1,protein_coding,NA,NA,NA,0.002145584,0.037771075,-0.006040893,,,
ENSG00000110435.6,PDHX,protein_coding,NA,NA,NA,0.00011906,0.007878441,-0.005371944,,,
ENSG00000110446.4,SLC15A3,protein_coding,NA,NA,NA,0.000467342,0.016264094,0.007254189,,,
ENSG00000110492.9,MDK,protein_coding,NA,NA,NA,0.000998251,0.024418955,0.012523672,,,
ENSG00000110651.6,CD81,protein_coding,NA,NA,NA,0.000174899,0.009855202,0.004978864,,,
ENSG00000110660.9,SLC35F2,protein_coding,NA,NA,NA,0.002754935,0.043204203,0.005989411,,,
ENSG00000110719.4,TCIRG1,protein_coding,NA,NA,NA,0.000352039,0.014169017,0.007746876,,,
ENSG00000110768.5,GTF2H1,protein_coding,NA,NA,NA,0.002168682,0.037940224,-0.004126833,,,
ENSG00000110848.4,CD69,protein_coding,NA,NA,NA,2.35E-05,0.003157561,0.017355402,,,
ENSG00000110852.4,CLEC2B,protein_coding,NA,NA,NA,0.00015788,0.009283702,0.012817839,,,
ENSG00000110917.3,MLEC,protein_coding,NA,NA,NA,0.00173785,0.033396405,-0.005946313,,,
ENSG00000110955.3,ATP5B,protein_coding,1,1,NA,1.57E-05,0.00264682,-0.005539937,,,
ENSG00000111077.10,TENC1,protein_coding,NA,NA,NA,0.000918757,0.02338391,0.006393699,,,
ENSG00000111142.9,METAP2,protein_coding,NA,NA,NA,0.00322047,0.047278303,-0.002919229,,,
ENSG00000111181.8,SLC6A12,protein_coding,NA,NA,NA,0.000199974,0.010569576,0.007230438,,,
ENSG00000111229.9,ARPC3,protein_coding,NA,NA,NA,0.00341622,0.04882467,-0.003874779,,,
ENSG00000111237.12,VPS29,protein_coding,NA,NA,NA,0.000111826,0.00756401,-0.005693074,,,
ENSG00000111339.5,ART4,protein_coding,NA,NA,NA,9.23E-07,0.000586272,0.010570779,,,
ENSG00000111341.5,MGP,protein_coding,NA,NA,NA,2.30E-06,0.001022149,0.012831022,,,
ENSG00000111371.10,SLC38A1,protein_coding,NA,NA,NA,0.000535482,0.017436786,-0.008255499,,,
ENSG00000111412.4,C12orf49,protein_coding,NA,NA,NA,2.55E-06,0.001075032,-0.006980561,,,
ENSG00000111537.4,IFNG,protein_coding,NA,NA,NA,6.41E-05,0.005482171,0.016417116,,,
ENSG00000111647.8,UHRF1BP1L,protein_coding,NA,NA,NA,0.001354238,0.028961927,-0.004994711,,,
ENSG00000111652.4,COPS7A,protein_coding,NA,NA,NA,0.001217525,0.02740608,-0.004337382,,,
ENSG00000111674.2,ENO2,protein_coding,NA,NA,NA,0.00126644,0.027911803,0.009272174,,,
ENSG00000111716.8,LDHB,protein_coding,NA,NA,NA,0.000160515,0.009334626,-0.005063425,,,
ENSG00000111796.3,KLRB1,protein_coding,NA,NA,NA,0.001168428,0.026829947,0.010813737,,,
ENSG00000111859.12,NEDD9,protein_coding,NA,NA,NA,0.001707827,0.032934274,0.008199443,,,
ENSG00000111911.5,HINT3,protein_coding,NA,NA,NA,0.000352744,0.014179797,-0.004624033,,,
ENSG00000112078.9,KCTD20,protein_coding,NA,NA,NA,4.57E-05,0.004481549,-0.005226288,,,
ENSG00000112146.10,FBXO9,protein_coding,NA,NA,NA,4.79E-07,0.000447889,-0.00753509,,,
ENSG00000112242.9,E2F3,protein_coding,NA,NA,NA,0.002625651,0.042151902,-0.005641887,,,
ENSG00000112305.9,SMAP1,protein_coding,NA,NA,NA,4.07E-05,0.004216601,-0.006110218,,,
ENSG00000112308.7,C6orf62,protein_coding,NA,NA,NA,0.001268092,0.027911803,-0.005368539,,,
ENSG00000112319.13,EYA4,protein_coding,NA,NA,NA,4.59E-05,0.004481549,0.005833157,,,
ENSG00000112339.10,HBS1L,protein_coding,NA,NA,NA,7.34E-05,0.005821293,-0.004935166,,,
ENSG00000112365.4,ZBTB24,protein_coding,NA,NA,NA,0.000357611,0.014235618,-0.005722588,,,
ENSG00000112414.10,GPR126,protein_coding,NA,NA,NA,9.73E-05,0.006838639,0.007489328,,,
ENSG00000112511.13,PHF1,protein_coding,NA,NA,NA,0.00232449,0.039287161,0.005061672,,,
ENSG00000112562.13,SMOC2,protein_coding,NA,NA,NA,4.44E-06,0.001296784,0.010834114,,,
ENSG00000112695.7,COX7A2,protein_coding,1,1,NA,0.00292558,0.044796211,-0.00354954,,,
ENSG00000112852.4,PCDHB2,protein_coding,NA,NA,NA,2.54E-05,0.003248768,0.007628715,,,
ENSG00000112936.13,C7,protein_coding,NA,NA,NA,0.000281306,0.012676396,0.011820117,,,
ENSG00000112972.9,HMGCS1,protein_coding,NA,NA,NA,0.002062877,0.036824905,-0.006678648,,,
ENSG00000112992.10,NNT,protein_coding,NA,NA,NA,0.003341041,0.04817522,-0.005089661,,,
ENSG00000113088.5,GZMK,protein_coding,NA,NA,NA,3.99E-06,0.001268119,0.01517868,,,
ENSG00000113161.10,HMGCR,protein_coding,NA,NA,NA,0.001318348,0.028533588,-0.005981278,,,
ENSG00000113163.9,COL4A3BP,protein_coding,NA,NA,NA,0.00236993,0.039786531,-0.005568481,,,
ENSG00000113212.3,PCDHB7,protein_coding,NA,NA,NA,0.000322497,0.013517321,0.006485511,,,
ENSG00000113263.8,ITK,protein_coding,NA,NA,NA,2.45E-05,0.003232983,0.010422954,,,
ENSG00000113312.5,TTC1,protein_coding,NA,NA,NA,0.000431323,0.015684461,-0.004367385,,,
ENSG00000113387.6,SUB1,protein_coding,NA,NA,NA,0.000526606,0.017286749,-0.005391437,,,
ENSG00000113407.9,TARS,protein_coding,NA,NA,NA,0.003226884,0.047329577,-0.005051784,,,
ENSG00000113456.13,RAD1,protein_coding,NA,NA,NA,0.002014997,0.036330497,-0.004283261,,,
ENSG00000113575.5,PPP2CA,protein_coding,NA,NA,NA,2.52E-05,0.003248768,-0.005406494,,,
ENSG00000113597.12,C5orf44,protein_coding,NA,NA,NA,0.001510606,0.030684166,-0.005576266,,,
ENSG00000113643.4,RARS,protein_coding,NA,NA,NA,0.000813909,0.02197131,-0.004608445,,,
ENSG00000113648.12,H2AFY,protein_coding,NA,NA,NA,0.003458321,0.049197803,-0.003752851,,,
ENSG00000113721.7,PDGFRB,protein_coding,NA,NA,NA,0.000130137,0.008349372,0.008264772,,,
ENSG00000114030.8,KPNA1,protein_coding,NA,NA,NA,0.003172345,0.046890496,-0.00359935,,,
ENSG00000114098.12,ARMC8,protein_coding,NA,NA,NA,0.001281083,0.028031882,-0.004808071,,,
ENSG00000114125.9,RNF7,protein_coding,NA,NA,NA,0.000665394,0.019522287,-0.002880268,,,
ENSG00000114209.10,PDCD10,protein_coding,NA,NA,NA,0.001189517,0.027160217,-0.004454,,,
ENSG00000114270.11,COL7A1,protein_coding,NA,NA,NA,0.002850159,0.044184284,0.007295399,,,
ENSG00000114279.7,FGF12,protein_coding,NA,NA,NA,0.003359981,0.048319299,-0.006626382,,,
ENSG00000114302.11,PRKAR2A,protein_coding,NA,NA,NA,2.45E-05,0.003232983,-0.006466085,,,
ENSG00000114315.3,HES1,protein_coding,NA,NA,NA,0.002609779,0.042034642,0.009540222,,,
ENSG00000114383.5,TUSC2,protein_coding,NA,NA,NA,5.05E-05,0.004798659,-0.005302843,,,
ENSG00000114491.9,UMPS,protein_coding,NA,NA,NA,0.000980909,0.024242143,-0.00470604,,,
ENSG00000114520.6,SNX4,protein_coding,NA,NA,NA,0.001920348,0.035291697,-0.0046603,,,
ENSG00000114573.4,ATP6V1A,protein_coding,NA,NA,NA,0.000709239,0.02020217,-0.006118716,,,
ENSG00000114646.5,CSPG5,protein_coding,NA,NA,NA,0.000102495,0.007126257,-0.006674299,,,
ENSG00000114648.7,KLHL18,protein_coding,NA,NA,NA,3.62E-05,0.003957282,-0.004852034,,,
ENSG00000114686.3,MRPL3,protein_coding,NA,NA,NA,0.00056134,0.017795903,-0.005088782,,,
ENSG00000114698.10,PLSCR4,protein_coding,NA,NA,NA,4.97E-05,0.004747343,0.009170966,,,
ENSG00000114999.6,TTL,protein_coding,NA,NA,NA,0.001385153,0.029200824,-0.004534839,,,
ENSG00000115085.9,ZAP70,protein_coding,NA,NA,NA,7.52E-05,0.005869604,0.012870652,,,
ENSG00000115137.7,DNAJC27,protein_coding,NA,NA,NA,0.000675436,0.01967997,-0.004748963,,,
ENSG00000115165.5,CYTIP,protein_coding,NA,NA,NA,0.000615517,0.018672996,0.009464417,,,
ENSG00000115233.7,PSMD14,protein_coding,NA,NA,NA,0.00034897,0.014080466,-0.005502969,,,
ENSG00000115257.9,PCSK4,protein_coding,NA,NA,NA,0.001753187,0.033571667,0.006225309,,,
ENSG00000115307.11,AUP1,protein_coding,NA,NA,NA,0.001984259,0.035885958,0.004560478,,,
ENSG00000115310.13,RTN4,protein_coding,NA,NA,NA,8.91E-05,0.006466461,-0.005914797,,,
ENSG00000115514.6,TXNDC9,protein_coding,NA,NA,NA,6.18E-05,0.005382453,-0.007577298,,,
ENSG00000115523.12,GNLY,protein_coding,NA,NA,NA,1.99E-06,0.00094677,0.021026782,,,
ENSG00000115540.10,MOB4,protein_coding,NA,NA,NA,0.000503111,0.016857074,-0.005095569,,,
ENSG00000115561.10,CHMP3,protein_coding,NA,NA,NA,4.87E-05,0.004707758,-0.005200373,,,
ENSG00000115596.3,WNT6,protein_coding,NA,NA,NA,0.001391398,0.029254579,0.009773874,,,
ENSG00000115762.12,PLEKHB2,protein_coding,NA,NA,NA,1.02E-06,0.000601899,-0.00584044,,,
ENSG00000115946.3,PNO1,protein_coding,NA,NA,NA,0.001010585,0.024622204,-0.006024137,,,
ENSG00000116141.10,MARK1,protein_coding,NA,NA,NA,0.000169609,0.009674877,-0.004861353,,,
ENSG00000116237.9,ICMT,protein_coding,NA,NA,NA,0.000304167,0.013245542,-0.0076785,,,
ENSG00000116329.5,OPRD1,protein_coding,NA,NA,NA,0.000390248,0.014928011,-0.003912044,,,
ENSG00000116455.9,WDR77,protein_coding,NA,NA,NA,0.000492271,0.016648842,-0.005245772,,,
ENSG00000116459.6,ATP5F1,protein_coding,1,1,NA,3.91E-06,0.001253443,-0.006102253,,,
ENSG00000116514.11,RNF19B,protein_coding,NA,NA,NA,0.000597695,0.018390624,-0.005080734,,,
ENSG00000116661.8,FBXO2,protein_coding,NA,NA,NA,0.002104375,0.03725819,0.009174197,,,
ENSG00000116688.10,MFN2,protein_coding,NA,NA,NA,0.000584598,0.018173278,-0.004055446,,,
ENSG00000116750.7,UCHL5,protein_coding,NA,NA,NA,0.000402632,0.015151313,-0.005247084,,,
ENSG00000116819.6,TFAP2E,protein_coding,NA,NA,NA,0.00298088,0.045236771,0.005989545,,,
ENSG00000116824.4,CD2,protein_coding,NA,NA,NA,0.001480709,0.030344701,0.009795915,,,
ENSG00000116954.7,RRAGC,protein_coding,NA,NA,NA,0.001231904,0.027603955,-0.004156636,,,
ENSG00000116981.3,NT5C1A,protein_coding,NA,NA,NA,0.000682229,0.019716083,-0.007299962,,,
ENSG00000117036.7,ETV3,protein_coding,NA,NA,NA,0.00063997,0.019091474,-0.003797372,,,
ENSG00000117118.5,SDHB,protein_coding,1,1,NA,2.70E-06,0.001087303,-0.005766276,,,
ENSG00000117385.10,LEPRE1,protein_coding,NA,NA,NA,0.000962019,0.024035076,0.004898491,,,
ENSG00000117394.12,SLC2A1,protein_coding,NA,NA,NA,0.001447626,0.029919109,0.007414774,,,
ENSG00000117395.5,EBNA1BP2,protein_coding,NA,NA,NA,0.000406074,0.015155995,-0.004975564,,,
ENSG00000117528.7,ABCD3,protein_coding,NA,NA,NA,0.003181461,0.046939584,-0.00476534,,,
ENSG00000117602.6,RCAN3,protein_coding,NA,NA,NA,0.000922573,0.023434074,-0.006415811,,,
