Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder,Tissue enriched,Group enriched,Tissue enhance,Classification
ENSG00000101871,MID1,1.12,4.87,7.04,5.22,6.64,8.33,8.03,5.19,4.59,6.39,3.71,3.5,1.48,5.03,0.96,4.34,0,5.16,6.42,11.63,0,4.97,11.66,0,2.3,3.49,1.21,0,10.62,Smooth muscle,,,Mixed
ENSG00000101882,NKAP,3.41,2.05,3.16,1.19,1.81,2.61,1.85,2.72,0,2.33,1.99,1.96,0,2.06,2.14,4.54,0,2.11,2.7,1.42,2.29,3.53,2.83,2.93,2.13,3.06,2.37,2.07,1.93,Ovary,,,Mixed
ENSG00000101883,RHOXF1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23,0,0,0,Testis,,,Tissue enriched
ENSG00000101888,NXT2,4.01,8.14,12.41,7.77,7.73,6.83,6.15,6.72,4.8,4.55,1.45,7.91,8.06,6.59,8.3,4.99,0,7.46,5.06,5.6,4.81,5.01,2.76,5.68,5.82,34.12,4.88,11.98,4.24,Testis,,,Mixed
ENSG00000101901,ALG13,21.95,20.39,13.19,17.69,18,15.4,9.68,11.3,19.84,12.40,5.53,18.53,15.52,15.07,23.79,8,3.23,12.59,27.3,24.7,16.79,18.92,12.7,13.73,21.35,19.21,13.77,17.47,15.38,Prostate,,,Expressed in all
ENSG00000101911,PRPS2,24.82,21.08,4.49,31.59,11.28,38.46,13,32.89,8.41,23.78,2.6,18.33,10.79,10.2,23,23.79,39.91,6.58,21.67,23.98,21.09,11.64,25.52,10.41,22.46,159.56,15.16,22.69,14.64,Testis,,,Expressed in all
ENSG00000101916,TLR8,0,18.93,0,1.49,0,0,0,0,6.71,1.23,0,0,0,4.19,4.07,0,0,3.07,0,0,0,0,0,7.38,0,0,0,1.27,3.5,Appendix,,Appendix;,Tissue enhanced
ENSG00000101928,MOSPD1,12.65,3.92,4.86,5.54,6.47,22.06,13.4,51.05,2.64,5.57,21.19,7.31,2.82,7.12,4.95,6.23,0,8.52,5.37,4.5,6.73,4.82,10.77,4.97,3.71,10.98,9.15,6.29,9.62,Fallopian tube,,Fallopian tube;,Tissue enhanced
ENSG00000101935,AMMECR1,2.63,3.18,1.18,3.32,2.63,3.68,6.93,3.69,1.67,1.49,0,3.08,1.59,2.53,3.48,3.59,0,3.72,2.25,2.74,0,1.5,1.72,2.78,4.05,2.02,2.07,4.97,3.04,Esophagus,,,Mixed
ENSG00000101938,CHRDL1,8.42,29.64,10.84,29.57,11.73,160.18,81.29,6.89,201.85,87.44,4.63,15.23,0,50.34,27.16,11.63,9.93,66.97,103.58,67.63,5.86,8.77,120.82,17.52,11.06,14.49,0,3.79,52.66,Fat,,,Mixed
ENSG00000101940,WDR13,41.17,17.84,25.73,19.1,33.68,32.93,29.39,45.17,28.17,34.49,98.81,18.57,12.34,35.69,10.64,46.95,81.57,27.06,34.97,19.51,29.88,25.74,25.13,20.7,24.11,18.33,28.02,8.45,27.85,Heart,,,Expressed in all
ENSG00000101945,SUV39H1,1.1,2.9,3.95,3.46,2.58,2.18,2.1,2.22,1.64,1.91,1.5,1.63,3.38,2.21,4.33,2.98,0,3.17,1.29,2.1,1.46,1.45,1.95,3.05,2,2.84,0.87,4.77,1.97,Tonsil,,,Mixed
ENSG00000101951,PAGE4,4.32,0,0,0,0,24.67,0,0,0,0.00,0,1.96,0,0,0,3.3,0,920.79,154.37,0,0,0,24.87,0,0,2.82,0,0,0,Placenta,,,Tissue enriched
ENSG00000101955,SRPX,18.44,24.29,19.43,30.03,5.26,12.94,40.28,4.03,171.08,62.24,47.47,2.3,4.01,24.65,2.56,4.95,12.22,28.38,8.44,26.54,13.7,4.82,22.14,0,19.64,9.24,0,1.67,44.97,Fat,,Fat;,Tissue enhanced
ENSG00000101958,GLRA2,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,Rectum,,,Tissue enriched
ENSG00000101966,XIAP,7.17,8.19,9.08,7.88,7.39,10.34,8.21,6.83,5.58,4.94,4.63,11.15,3.11,7.05,8.64,6.68,3.46,7.66,8.35,8.59,5.65,8.19,6.71,9.57,10.67,6.35,18.13,6.76,5.04,Thyroid,,,Expressed in all
ENSG00000101972,STAG2,19.27,32.47,38.02,27.67,21.61,42.98,45.67,45.2,22.17,40.37,11.5,61.85,22.78,19.54,56.71,34.01,9.85,24.54,22.63,35.53,18.92,20.99,43.03,29.5,25.2,8.32,78.97,39.64,28.82,Thyroid,,,Expressed in all
ENSG00000101974,ATP11C,4.89,8.6,1.69,3.38,3.88,8.9,2.62,4.75,7.97,5.23,0,11.58,35.98,2.92,10.15,7.74,0,2.41,7.22,7.26,3.63,2.86,7.07,8.81,3.7,11.02,6.2,5.15,6.05,Liver,,Liver;,Tissue enhanced
ENSG00000101977,MCF2,14.81,0,2.52,0,0,0,0,0,0,0.00,0,0,0,0,0,8.55,0,0,0,0,0,0,0,0,0,21.64,1.44,0,0,Testis,Ovary;Adrenal gland;Testis,,Group enriched
ENSG00000101981,F9,0,0,0,0,0,0,0,0,0,0.00,0,0,462.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liver,,,Tissue enriched
ENSG00000101986,ABCD1,8.98,2.96,1.24,0,7.65,2.32,1.63,0.86,3.43,3.72,3.6,0,1.88,2.32,2,1.85,3.44,4.42,3.31,1.08,3.46,13.37,2.78,4.04,2.04,8.24,0.98,0,4.98,Small intestine,,,Mixed
ENSG00000101997,CCDC22,8.16,7.62,5.4,3.97,7.72,7.47,4.88,5.96,3.71,7.60,5.42,2.46,4.25,6.58,9.75,6.11,6.78,5.69,10.84,3.18,8.55,8.02,4.46,10.12,7.58,2.54,3.45,4.58,7.87,Prostate,,,Expressed in all
ENSG00000102003,SYP,29.73,2.21,86.35,2.41,7.21,0,0,0,0,0.00,0,1.22,0,2.06,0,0,5.35,0,0,3.41,0,5.63,1.11,1.07,6.35,0,0,0,0,Brain,Adrenal gland;Brain;,,Group enriched
ENSG00000102007,PLP2,63.54,57.91,5.45,152.39,57.33,68.39,185.43,45.06,48.63,50.27,49.91,16.13,6.33,66.19,40.76,48.03,61.02,49.65,44.26,109.91,30.37,57.27,94.09,35.03,93.43,20.42,11.36,120.96,107.48,Esophagus,,,Expressed in all
ENSG00000102010,BMX,0,1.26,0,5.45,3.14,0,2.13,0,3.46,2.12,0,0,0,2.83,0,0,0,3.78,0,2.6,0,1.44,2.02,0,0,0,0,0,3.12,Colon,,,Mixed
ENSG00000102021,LUZP4,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.48,0,0,0,Testis,,,Tissue enriched
ENSG00000102024,PLS3,49.51,33.44,20.92,156.93,41.49,1007.15,683.08,104.96,275.88,862.07,348.88,514.61,495.66,155.92,327.25,167.36,31.52,125.81,63.14,176.01,37.69,15.06,713.75,77.65,35.4,33.64,1520.49,125.16,1036.23,Thyroid,,,Expressed in all
ENSG00000102030,NAA10,17.28,18.66,6.1,12.43,12.24,18.38,13.21,15.94,12.14,12.16,31.73,4.57,11.23,13.58,16.94,7.88,11.79,10.67,11.83,6.66,23,8.51,10.81,9.72,11.4,6.88,14.03,7.8,19.4,Heart,,,Expressed in all
ENSG00000102032,RENBP,8.41,8.07,3.06,3.23,5.29,1.6,3.07,0,12.2,7.43,7.6,15.3,3.04,14.28,11.72,0.92,0,7.83,2.85,1.08,0,7.2,1.47,35.94,2.97,1.16,10.87,4.25,5.82,Spleen,,Spleen;,Tissue enhanced
ENSG00000102034,ELF4,2.54,12.9,0,16.51,10.87,7.94,5.66,15.58,12.21,8.38,0,2.23,1.48,11.78,14.59,10.65,0,23.97,1.49,12.36,0,12.51,9.4,15.06,18.65,3.83,1.2,12.47,12.6,Placenta,,,Mixed
ENSG00000102038,SMARCA1,59,6.81,16.59,3.32,3.63,34.37,13.49,17.2,17.66,17.32,12.03,21.77,40.15,14.26,2.73,40.84,8.39,29.9,27.59,8.65,10.32,3.81,16.29,6.39,17.24,79.24,37.78,3.13,21.24,Testis,,,Expressed in all
ENSG00000102043,MTMR8,0,0,0,1.44,0,0,0,3.47,0,0.00,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.01,0,Fallopian tube,Tonsil;Rectum;Colon;Fallopian tube;,,Group enriched
ENSG00000102048,ASB9,0,0,0,1.18,0,0,0,0,1.35,1.27,0,10.1,0,4.11,0,0,4.64,0,0,0,0,0,0.99,5.07,0,39.2,1.33,0,0,Testis,Lung;Pancreas;Spleen;Kidney;Testis,,Group enriched
ENSG00000102053,ZC3H12B,0,0,2.21,0,0,0.94,0,0.91,0,0.00,0,0,0,0,0,1.15,0,0,0,0,0,0,1.01,0,0,0,0,0,0,Brain,Fallopian tube;Endometrium;Smooth muscle;Ovary;Brain,,Group enriched
ENSG00000102054,RBBP7,254.83,52.53,45.16,77,47.28,109.71,65.51,107.54,31.92,42.67,68.91,56.13,38.54,36.76,44.49,81.44,24.92,61.14,71.22,67.91,40.19,45.51,77.44,34.24,43.14,109.88,36.08,90.58,55.15,Adrenal gland,,,Expressed in all
ENSG00000102057,KCND1,0,1.37,1.5,0,0,1.18,0,0,1.48,2.71,0,0,0,0,0.97,0,0,0,1.09,0,0,0,2.06,1.46,1.51,0,0,0,1.36,Gallbladder,,,Mixed
ENSG00000102078,SLC25A14,4.58,1.98,3.68,1.86,0,2.16,1.97,7.02,1.61,2.09,2.28,2.3,0,2.29,2.02,2.15,0,1.56,1.19,2.02,2.32,2.3,3.31,0,2.99,6.73,1.93,2.67,1.88,Fallopian tube,,,Mixed
ENSG00000102081,FMR1,14.13,16.41,20.88,13.71,11.55,18.83,12.28,21.22,9.76,8.78,10.63,24.28,16.66,14.45,14.9,17.91,0,21.72,9.88,15.23,8.21,15.06,16.91,19.59,12.21,23.55,27.33,14.02,12.56,Thyroid,,,Mixed
ENSG00000102096,PIM2,9.22,79.31,4.14,20.74,87.94,2.8,4.2,13.65,8.63,18.99,1.74,3.26,2.35,15.17,86.38,7.46,0,3.61,5.22,40.74,6.23,21.9,7.14,50.51,28.78,9.35,1.7,74.73,65.25,Duodenum,,,Mixed
ENSG00000102098,SCML2,2.74,1.03,1.31,0,0,1.74,0,0,0,0.00,0,0,0,0,0,2.47,0,0,0,0,10.05,0,1.61,0,0,12,1.01,0,0,Testis,,Salivary gland;Testis,Tissue enhanced
ENSG00000102100,SLC35A2,7.79,7.54,4.67,22.15,13.81,12.64,8.1,41.79,7.88,11.92,3.41,12.31,9.43,10.95,5.14,2.96,14.5,14.67,18.39,16.39,15.43,9.7,7.2,7.87,17.92,3.88,10.01,10.42,10.21,Fallopian tube,,,Expressed in all
ENSG00000102103,PQBP1,22.09,21.83,21.43,17.58,27.3,22.17,17.69,25.04,13.15,33.47,19.38,14.69,22.85,19.13,17.47,24.62,21.71,10.35,22.91,12.42,17.64,32.09,23.24,14.44,17.01,10.95,19.02,18.3,19.41,Gallbladder,,,Expressed in all
ENSG00000102109,PCSK1N,4.07,0,7.43,0,3.02,0,0,0,0,0.00,0,0,0,0,0,0,6.72,0,1.52,0,0,2.91,0,0,10.33,1.28,0,0,0,Stomach,,Pancreas;Brain;Stomach;,Tissue enhanced
ENSG00000102119,EMD,11.89,10.81,5.59,8.64,12.87,16.49,8.81,17.37,13.11,9.47,16.53,6.99,9.88,11.73,6.98,24.13,17.88,9.54,13.39,5.77,23.01,7.21,15.46,11.38,7.89,10.82,16.57,7.17,14.55,Ovary,,,Expressed in all
ENSG00000102125,TAZ,6.08,8.82,3.64,7.54,8.06,4.08,4.3,5.04,4.86,10.77,18.33,4.37,4.01,8.27,16.39,4.16,5.19,3.66,6.36,5.28,4.85,8.53,7.06,14.35,6.26,1.85,7.14,10.08,6.83,Heart,,,Expressed in all
ENSG00000102144,PGK1,50.54,55.03,33.25,66.83,39.74,31.81,55.79,39.18,42.26,33.26,68.19,91.83,46.82,45.84,35.93,19.36,16.78,43.28,26.7,43.71,30.77,38.74,29.78,30.16,25.51,13.6,35.6,75.65,35.95,Kidney,,,Expressed in all
ENSG00000102158,MAGT1,23.61,26.57,14.14,29.88,21.76,33.21,25.93,31.44,21.97,18.38,26.29,40.08,49.6,25.84,19.41,22.09,16.12,30.5,29.23,21.33,30.75,25.8,22.25,18.96,30.09,16.32,77.45,22.3,20.75,Thyroid,,,Expressed in all
ENSG00000102172,SMS,18.15,7.56,5.36,7.83,10.13,7.68,6.09,5.16,3.78,5.96,9.09,15.95,4.19,7.17,3.5,12.33,4.07,17.88,42.37,8.44,4.79,14.81,4.78,7.98,7.7,11.12,5.92,6.86,6.52,Prostate,,,Expressed in all
ENSG00000102174,PHEX,0,0,0,0,0,2.01,0,0,0,0.00,0,0,0,2.36,1.41,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,Smooth muscle,Lymph node;Endometrium;Lung;Smooth muscle;,,Group enriched
ENSG00000102178,UBL4A,18.15,9.2,12.32,13.76,14.44,13.21,14.98,12.53,5.98,15.18,26.79,9.59,11.59,17.91,14.4,15.89,17.25,13.4,13.55,9.05,23.88,10.91,11.04,10.66,11.34,4.85,12.95,11.44,18.6,Heart,,,Expressed in all
ENSG00000102181,CD99L2,21.21,10.47,43.13,8.54,7.09,25.45,12.9,13.3,26.23,19.19,32.27,13.43,18.64,23.32,9.56,33.53,8.14,21.14,16.95,11.53,9.7,6.2,25.37,15.94,7.23,12.36,5.03,6.83,17.81,Brain,,,Expressed in all
ENSG00000102189,EEA1,5.68,5.93,6.09,4.87,5.12,8.2,11.99,3.42,7.31,4.65,5.82,6.29,4.38,6,4.13,6.5,3.11,7.54,5.85,6.16,4.91,5.72,7.59,6.16,6.63,4.21,8.07,4.18,5.73,Esophagus,,,Expressed in all
ENSG00000102218,RP2,8.87,16.45,6.22,7.75,8.46,7.8,9.67,6.38,13.47,5.93,3.4,5.25,6.14,11.33,8.32,4.69,0,20.29,6.05,8.79,2.4,7.7,5.14,8.53,6.66,5.11,5.26,8.48,7.13,Placenta,,,Mixed
ENSG00000102221,JADE3,10.13,2.54,6.38,2.56,1.61,3.88,2.04,2.55,2.11,1.72,1.88,4.21,3.66,3.09,3.08,3.32,3.25,13,2.35,3.13,1.63,0,5.57,2.93,2.28,12.86,4.39,5.14,2.9,Placenta,,,Mixed
ENSG00000102225,CDK16,27.8,19.12,32.51,27.59,23.33,34.97,30.03,35.37,24.78,20.20,86.44,29.24,10.82,29.01,16.72,22.67,16,28.38,18.85,18.38,28.61,19.21,17.16,16.03,23.45,43.56,50.35,16.02,23.84,Heart,,,Expressed in all
ENSG00000102226,USP11,24.4,17.93,83.22,12.93,7.88,28.25,13.48,38.57,18.68,15.77,20.65,27.57,4.99,16.32,22.91,46.99,14.73,15.79,14.78,12.77,12.47,8.9,37.83,22.84,15.04,46.34,29.76,21.92,18.5,Brain,,,Expressed in all
ENSG00000102230,PCYT1B,0,0,14.38,0,0,1.23,0,3.6,0,0.00,0,0,0,0,0,1.08,0,0,0,0,0,0,0.97,0,0,11.04,0,0,0,Brain,Fallopian tube;Testis;Brain,,Group enriched
ENSG00000102241,HTATSF1,67.25,26.92,46.66,26.1,18.95,32.48,25.39,31.3,16.77,21.44,44.3,39.01,14.65,22.65,20.26,44.79,13.65,24.03,25.48,31.38,20.03,19.92,30.11,22.12,26.78,51.89,32.7,27.89,22.77,Adrenal gland,,,Expressed in all
ENSG00000102243,VGLL1,0,0,0,0,0,0,0,1.18,0,0.00,0,6.04,0,0,0,0,0,112.91,1.02,0,0,0,0,0,0,0,0,0,3.75,Placenta,,,Tissue enriched
ENSG00000102245,CD40LG,0,4.86,0,2.01,1.75,0,0,0,0,2.10,0,0,0,1.35,14.69,0,0,0,0,3.06,0,2.01,0,4.59,0,0,0,8.56,1.94,Lymph node,,Tonsil;Lymph node,Tissue enhanced
ENSG00000102265,TIMP1,203.83,1585.4,4.82,83.72,29.85,171.51,84.19,132.25,545.87,983.84,184.99,41.27,75.31,233.39,67.65,490.04,78.71,725.25,186.06,77.87,91.52,29.86,145.38,87.79,100.19,261.65,23.87,59.12,486.07,Appendix,,,Expressed in all
ENSG00000102271,KLHL4,27.82,0,4.06,0,0,4.31,0,0,3.51,0.00,0,0,0,1.59,0,8.74,0,0,0,0,0,0,4.48,0,0,9.85,0,0,2,Adrenal gland,,Adrenal gland;,Tissue enhanced
ENSG00000102287,GABRE,0,0,0,0,0,0,1.08,0,9.08,0.00,13.02,0,0,0.93,0,0,0,2.84,1.06,0,0,0,1.02,0,0,0,0,0,1.13,Heart,Placenta;Fat;Heart,,Group enriched
ENSG00000102290,PCDH11X,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,Ovary,,,Tissue enriched
ENSG00000102302,FGD1,2.11,1.76,5.07,1.98,1.68,5.46,3.22,2.22,1.47,3.12,2.47,1.31,0,1.77,1.03,4.62,0,2.87,2.46,1.74,1.49,1.22,4.5,2.02,0,2.3,0.94,1.19,3.92,Endometrium,,,Mixed
ENSG00000102309,PIN4,4.24,3.69,5.72,1.66,1.32,1.57,1.91,2.73,1.26,1.52,2.69,3.48,2.45,5.3,0,3.69,0,2.71,6.35,3.41,3.48,3.47,2.7,2.5,3.46,2.42,1.86,2.6,1.57,Prostate,,,Mixed
ENSG00000102312,PORCN,28.54,1.92,7.23,0,1.64,25.92,12.59,5.2,1.84,6.63,6.9,1.13,0,5.15,3.13,3.34,0,4.42,4.95,1.29,4.14,1.49,4.41,2.66,2.95,5.67,3.68,1.4,7,Adrenal gland,,Adrenal gland;,Tissue enhanced
ENSG00000102316,MAGED2,98.84,31.54,83.55,30.51,42.13,137.75,58.8,102.5,63.66,95.37,98.82,101.42,49.04,80.8,31.56,176.75,37.98,141.02,149.8,45.18,52.37,40.59,87.21,47.71,51.93,79.18,67.38,27.66,87.58,Ovary,,,Expressed in all
ENSG00000102317,RBM3,50.87,102.65,53.62,132.35,84.24,118.97,112.76,66.1,119.58,57.50,49.97,44.14,19.89,110.6,88.65,57.52,68.42,75.17,55.32,97.94,45.36,60.69,82.37,105.29,112.38,52.22,77.9,176.45,69.37,Tonsil,,,Expressed in all
ENSG00000102349,KLF8,0,1.04,0,1.17,0,6.65,12.43,3.18,7.15,3.64,0,3.34,0,4.98,3.66,5.65,0,8.25,3.05,7.15,2.58,0,8.45,6.96,0,4.48,0,4.87,6.9,Esophagus,,,Mixed
ENSG00000102359,SRPX2,4.48,4.22,0,2.82,1.18,6.75,7.45,0,30.53,7.31,6.05,3.7,0,3.17,0,13.49,0,13.07,1.51,2.81,0,1.1,3.19,4.12,1.14,1.5,0,2.26,13.5,Fat,,Fat;,Tissue enhanced
ENSG00000102362,SYTL4,3.24,1.22,15.75,6.55,1.66,45.35,2.85,2.86,2.67,2.69,0,4.69,8.72,2.66,0,44.23,4.95,1.98,8.48,6.81,2.08,1.59,35.03,2.48,8.25,6.13,9.13,1.29,3.17,Endometrium,,Ovary;Endometrium,Tissue enhanced
ENSG00000102383,ZDHHC15,1.35,0,2.47,0,0,1.88,0,0,0,0.00,0,1.23,0,0,0,1.82,0,0,0,0,2.83,0,1.12,0,0,0,1.14,0,0,Salivary gland,,Brain;Salivary gland,Tissue enhanced
ENSG00000102384,CENPI,0,1.23,0,2.06,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,1.89,0,Colon,Rectum;Appendix;Tonsil;Colon;,,Group enriched
ENSG00000102385,DRP2,0,0,4.57,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000102387,TAF7L,0,0,0,0,0,0.9,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,0,Testis,,,Tissue enriched
ENSG00000102390,PBDC1,19.21,16.24,10.49,23.45,28.51,19.12,19.62,19.27,16.76,11.01,11.33,18.02,11.22,20.35,15.31,12.86,7.43,16.7,17,20.94,10.79,25.16,17.53,12.88,17.31,10.05,15.52,22.95,17.31,Duodenum,,,Expressed in all
ENSG00000102393,GLA,14.06,10.54,3.45,15.55,16.46,15.86,6.22,14.88,31.84,10.87,3.71,15.75,9.25,13.27,8.73,6.54,5.16,12.76,8.12,10.88,8.07,12.33,11.06,5.94,5.81,5.45,4.73,12.46,11.64,Fat,,,Expressed in all
ENSG00000102401,ARMCX3,55.3,21.52,41.62,17.47,15.72,50.08,20.26,21.11,24.39,30.38,38.44,31.94,11.05,27.36,18.24,29.93,30.07,40.85,40.33,24.77,49.6,17.02,36.28,31.88,25.51,20.65,57.75,19.21,32.26,Thyroid,,,Expressed in all
ENSG00000102409,BEX4,70.63,23.57,128,23.74,13.32,41.82,35.5,62.42,19.57,29.48,57.72,66.01,6.86,39.26,26.25,72.85,17.67,52.85,56.77,34.08,37.24,14.74,58.04,49.25,14.92,54.18,69.66,24.43,35.44,Brain,,,Expressed in all
ENSG00000102445,KIAA0226L,1.16,17.87,0,14.19,0,2.94,0,1,9.86,1.33,0,0,0,1.37,22.31,0,0,1.56,0,10.97,0,0,1.09,15.92,0,9.55,1.82,29.32,1.89,Tonsil,,Tonsil;,Tissue enhanced
ENSG00000102452,NALCN,4.23,0,12.01,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,3.11,0,0,Brain,Gallbladder;Placenta;Thyroid;Adrenal gland;Brain,,Group enriched
ENSG00000102466,FGF14,2.55,0,8.16,0,0,0,0,15.26,0,0.00,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,3.01,1.42,0,0,0,Fallopian tube,Adrenal gland;Stomach;Brain;Fallopian tube;,,Group enriched
ENSG00000102468,HTR2A,0,0,9.47,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,1.13,Brain,,,Tissue enriched
ENSG00000102471,NDFIP2,19.62,9.7,30.29,41.08,48.25,13.53,45.23,24.56,11.41,14.85,14.61,39.6,27.54,20.26,10,5.57,17.61,29.52,20.66,32.76,14.52,50.29,7.61,7.7,22.95,20.88,21.59,18.02,18.79,Small intestine,,,Expressed in all
ENSG00000102524,TNFSF13B,7.31,30.52,0,4.28,8.47,1.1,4.52,0.99,13.45,5.83,1.82,0,3.52,7.46,13.26,1.5,0,5.08,1.39,3.3,2.52,5.15,1.37,11.45,3.89,1,0,13.61,8.6,Appendix,,Appendix;,Tissue enhanced
ENSG00000102531,FNDC3A,31.62,16.86,20.72,17.69,22.91,29.56,13.56,29.52,18.28,19.75,8.94,29.7,43.86,17.05,15.02,28.42,22.34,27.3,17.46,21,31.44,21.1,23.98,17.51,30.05,24.48,53.02,14.78,18.83,Thyroid,,,Expressed in all
ENSG00000102539,MLNR,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,Thyroid,,,Tissue enriched
ENSG00000102543,CDADC1,7.65,3.95,4.44,1.9,2.28,3.39,2.93,4.05,3.35,3.84,2.34,8.1,3.86,8.6,3.6,4.18,0,1.51,2.82,5.01,2.02,2.61,2.7,2.51,3.74,12.11,17.86,1.6,2.3,Thyroid,,,Mixed
ENSG00000102547,CAB39L,28.51,3.96,20.4,8.79,4.03,6.68,20.93,9.55,27.56,12.17,8.56,15.28,1.92,8.61,2.02,11.78,2.79,12.54,35.27,16.07,7.27,3.2,10.74,2.81,11.06,14.74,5.19,3.94,14.46,Prostate,,,Expressed in all
ENSG00000102554,KLF5,5.52,6.8,0,144.45,110.01,3,136.08,42.83,1.17,28.64,3.95,13.45,0,21.42,1.99,4.08,5.29,19.73,10.86,124.72,26.26,129.23,14.89,0,75.11,8.15,22.78,50.81,35.47,Colon,,,Mixed
ENSG00000102572,STK24,22.43,40.79,17.88,74.93,75.82,45.94,136.49,47.48,47.42,48.94,39.16,45.79,14.16,38.85,40.42,34.2,25.75,52.26,35.29,60.19,29.87,78.93,43.66,42.53,77.55,52.44,76.4,60.02,59.26,Esophagus,,,Expressed in all
ENSG00000102575,ACP5,7.97,16.95,0,14.82,24.16,15.07,12.27,4.52,15.53,34.44,0,34.87,17.35,120.58,46.8,18.2,4.52,8.05,15.97,10.19,4.75,22.75,22.88,36.93,16.55,2.43,1.09,23.68,41.2,Lung,,Lung;,Tissue enhanced
ENSG00000102580,DNAJC3,18.37,19.2,10.57,17.46,17.34,24.47,15.23,24.33,14.99,16.17,11.73,24.67,21.45,21.39,11.5,12.98,16.94,18.77,34.32,20.89,27.35,21.35,19.95,16.54,29.79,14.04,56.57,15.03,15.6,Thyroid,,,Expressed in all
ENSG00000102595,UGGT2,4.96,3.89,5.01,3.2,3.31,9.33,3.22,4.12,5.02,2.92,3.48,5.91,4.81,3.64,1.27,4.52,3.41,8.01,5.11,4.63,5.76,3.84,5.84,2.7,7.97,10.83,13.03,1.62,5.26,Thyroid,,,Expressed in all
ENSG00000102606,ARHGEF7,16.48,25.99,38.11,12.8,14.87,18.67,24.26,15.45,28.75,22.70,18.65,12.39,8.7,14.88,34.04,14.44,6.59,38.9,26.21,20.57,11.49,24.8,20.04,25.24,21.39,25.57,24.43,21.02,20.08,Placenta,,,Expressed in all
ENSG00000102678,FGF9,2.83,0,1.5,0,0,0.88,0,0,0,0.00,2.14,7.03,0,1.55,0,0,0,0,0,1.32,0,0,0,0,1.43,1.09,0,0,1.44,Kidney,,Kidney;,Tissue enhanced
ENSG00000102683,SGCG,0,0,0,1.1,0,0,1.49,0,3.55,1.30,113.5,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,3.65,Heart,,,Tissue enriched
ENSG00000102699,PARP4,19.33,17.59,9.26,35.35,32.34,15.95,15.42,23.29,15.01,24.44,5.96,30.03,16.44,19.31,21.07,15.45,5.89,14.6,10.45,27.84,9.63,31.92,17.69,19.53,33.73,10.09,14.83,18.7,16.6,Colon,,,Expressed in all
ENSG00000102710,SUPT20H,10.09,18.45,15.58,17.8,10.7,20.53,11.7,23.73,6.87,12.23,12.3,13.32,1.53,15.16,21.27,18.68,2.92,14.41,14.26,18.74,9.1,10.28,20.83,16.79,12.3,40.03,12.32,22.12,19.77,Testis,,,Expressed in all
ENSG00000102738,MRPS31,14.53,11.67,10.38,13.56,9.89,13.48,11.76,12.02,6.19,8.91,17.84,14.59,17.22,9.97,12.42,13.38,5.27,8.8,8.22,14.54,9.22,14.43,11.8,11.81,10.42,14.95,12.93,20.59,11.26,Tonsil,,,Expressed in all
ENSG00000102743,SLC25A15,0,4.03,4.42,5.99,31.05,5.43,3.12,1.99,1.1,1.64,1.63,3.74,59.42,2.37,2.76,1.08,30.69,2.61,2.9,3.34,1.8,35.42,2.26,1.34,4.39,11.09,13.54,3.56,1.84,Liver,Testis;Thyroid;Pancreas;Duodenum;Small intestine;Liver;,,Group enriched
ENSG00000102753,KPNA3,9.35,13.67,17.65,12.34,9.71,16.72,23.84,11.86,12.25,10.19,21.7,11.54,12.26,14.16,11.17,6.84,5.76,10.47,8.08,16.87,6.18,10.36,15.72,10.11,10.2,23.95,19.53,15.5,16.71,Testis,,,Expressed in all
